sid;owner_name;owner_passportNum;owner_TIN(SSN);owner_email;owner_phone;property_type;property_area(square feet);property_location;property_distanceFromCenter (miles);property_numberBedrooms;property_numberBathrooms;property_pnumParking;property_centralHeating;property_airconditioned;property_basement;property_loft;property_sunExposure;property_requested_sale_rent_price;property_sale_rent_price (USD);commission(%);contract_duration(months);property_dateAnnounceRequest;property_dateofSale;type_business;store_ID;store_name;store_location;store_phonenumber;store_emailAddress
309;Madison KHALID;711111423;111-11-0312;MadisonKHALID2155@hotmail.com;907-488-1731;house;1118;203 E Grayson St., San Antonio, TX, 78215;10;3;2;2;Y;Y;Y;Y;W;119900;114269;5;NA;12-01-2001;22-01-2001;sale;22;San Antonio;200 E Grayson St., San Antonio, TX, 78215;210-212-9292;sanantonio@realstateUSA.com
310;Ellie WHITFIELD;711111424;111-11-0313;EllieWHITFIELD2155@hotmail.com;907-488-1732;house;2036;204 E Grayson St., San Antonio, TX, 78215;29;3;4;2;Y;Y;Y;Y;N;375000;370805;5;NA;12-01-2001;27-01-2001;sale;22;San Antonio;200 E Grayson St., San Antonio, TX, 78215;210-212-9292;sanantonio@realstateUSA.com
311;Cora CONN;711111425;111-11-0314;CoraCONN2155@gmail.com;907-488-1733;house;1641;205 E Grayson St., San Antonio, TX, 78215;58;3;3;2;Y;Y;Y;N;E;178000;177541;5;NA;12-01-2001;18-01-2001;sale;22;San Antonio;200 E Grayson St., San Antonio, TX, 78215;210-212-9292;sanantonio@realstateUSA.com
312;Summer DALGLEISH;711111426;111-11-0315;SummerDALGLEISH2155@gmail.com;907-488-1734;house;1432;5901 Airport Way S., Seattle, WA, 98108;35;3;4;2;Y;Y;Y;N;W;188500;185531;5;NA;12-01-2001;01-02-2001;sale;23;Seattle;5900 Airport Way S., Seattle, WA, 98108;206-414-7600;seattle@realstateUSA.com
313;Lily WARDLAW;711111429;111-11-0318;LilyWARDLAW2155@gmail.com;907-488-1737;house;2646;5902 Airport Way S., Seattle, WA, 98108;10;4;4;3;Y;Y;Y;Y;S;260000;257098;5;NA;12-01-2001;25-01-2001;sale;23;Seattle;5900 Airport Way S., Seattle, WA, 98108;206-414-7600;seattle@realstateUSA.com
314;Isla SIM;711111427;111-11-0316;IslaSIM2155@hotmail.com;907-488-1735;house;2353;1 Plantation Grove Boulevard, Mission, TX, 78572;57;4;4;2;Y;Y;Y;N;N;260000;255904;5;NA;12-01-2001;01-02-2001;sale;24;Mission;3805 Plantation Grove Boulevard, Mission, TX, 78572;956-580-2083;mission@realstateUSA.com
315;Emma BURNS;711111430;111-11-0319;EmmaBURNS2155@gmail.com;907-488-1738;house;1472;2 Plantation Grove Boulevard, Mission, TX, 78572;12;3;3;2;Y;Y;Y;N;S;187500;181915;5;NA;12-01-2001;18-01-2001;sale;24;Mission;3805 Plantation Grove Boulevard, Mission, TX, 78572;956-580-2083;mission@realstateUSA.com
316;Elsie MCADAMS;711111432;111-11-0321;ElsieMCADAMS2155@hotmail.com;907-488-1740;house;2468;3 Plantation Grove Boulevard, Mission, TX, 78572;18;4;4;3;Y;Y;Y;N;W;354000;351326;5;NA;12-01-2001;13-01-2001;sale;24;Mission;3805 Plantation Grove Boulevard, Mission, TX, 78572;956-580-2083;mission@realstateUSA.com
317;Cora WATTS;711111434;111-11-0323;CoraWATTS2155@gmail.com;907-488-1742;house;1163;4 Plantation Grove Boulevard, Mission, TX, 78572;52;3;2;1;Y;Y;Y;Y;E;126175;125368;5;NA;13-01-2001;20-01-2001;sale;24;Mission;3805 Plantation Grove Boulevard, Mission, TX, 78572;956-580-2083;mission@realstateUSA.com
318;Eden BOLTON;711111436;111-11-0325;EdenBOLTON2155@yahoo.com;907-488-1744;house;803;5 Plantation Grove Boulevard, Mission, TX, 78572;67;2;1;2;Y;N;Y;N;N;87000;79037;5;NA;13-01-2001;01-02-2001;sale;24;Mission;3805 Plantation Grove Boulevard, Mission, TX, 78572;956-580-2083;mission@realstateUSA.com
319;Kaia BLACKBURN;711111438;111-11-0327;KaiaBLACKBURN2155@gmail.com;907-488-1746;house;1383;6 Plantation Grove Boulevard, Mission, TX, 78572;14;3;2;1;Y;Y;Y;Y;S;145250;137463;5;NA;13-01-2001;15-01-2001;sale;24;Mission;3805 Plantation Grove Boulevard, Mission, TX, 78572;956-580-2083;mission@realstateUSA.com
320;Ava GUY;711111440;111-11-0329;AvaGUY2155@hotmail.com;907-488-1748;house;1192;7 Plantation Grove Boulevard, Mission, TX, 78572;40;3;1;1;Y;N;Y;N;E;78000;69878;5;NA;13-01-2001;30-01-2001;sale;24;Mission;3805 Plantation Grove Boulevard, Mission, TX, 78572;956-580-2083;mission@realstateUSA.com
321;Sadie FERNS;711111442;111-11-0331;SadieFERNS2155@gmail.com;907-488-1750;house;1056;8 Plantation Grove Boulevard, Mission, TX, 78572;27;3;2;1;Y;Y;Y;N;N;139000;138636;5;NA;13-01-2001;29-01-2001;sale;24;Mission;3805 Plantation Grove Boulevard, Mission, TX, 78572;956-580-2083;mission@realstateUSA.com
322;Evelyn LUNN;711111428;111-11-0317;EvelynLUNN2155@yahoo.com;907-488-1736;house;1959;400 North Front St, Columbus, OH,  43215;66;3;3;3;Y;Y;Y;Y;N;270000;264939;5;NA;12-01-2001;24-01-2001;sale;25;Columbus;383 North Front St, Columbus, OH,  43215;614-274-9292;columbus@realstateUSA.com
323;Nina CARLE;711111431;111-11-0320;NinaCARLE2155@gmail.com;907-488-1739;house;2596;401 North Front St, Columbus, OH,  43215;15;4;4;3;Y;Y;Y;N;E;342643;338277;5;NA;12-01-2001;01-02-2001;sale;25;Columbus;383 North Front St, Columbus, OH,  43215;614-274-9292;columbus@realstateUSA.com
324;Maya REDMOND;711111433;111-11-0322;MayaREDMOND2155@yahoo.com;907-488-1741;house;2730;402 North Front St, Columbus, OH,  43215;63;4;4;2;Y;Y;Y;Y;N;301000;292905;5;NA;12-01-2001;10-02-2001;sale;25;Columbus;383 North Front St, Columbus, OH,  43215;614-274-9292;columbus@realstateUSA.com
325;Jessica MCKERNAN;711111435;111-11-0324;JessicaMCKERNAN2155@yahoo.com;907-488-1743;house;2978;403 North Front St, Columbus, OH,  43215;24;5;3;2;Y;Y;Y;N;W;242000;237865;5;NA;13-01-2001;30-01-2001;sale;25;Columbus;383 North Front St, Columbus, OH,  43215;614-274-9292;columbus@realstateUSA.com
326;Jessica KING;711111437;111-11-0326;JessicaKING2155@hotmail.com;907-488-1745;house;1719;404 North Front St, Columbus, OH,  43215;55;1;4;2;Y;Y;Y;N;N;324000;319524;5;NA;13-01-2001;06-02-2001;sale;25;Columbus;383 North Front St, Columbus, OH,  43215;614-274-9292;columbus@realstateUSA.com
327;Heidi GIBBONS;711111439;111-11-0328;HeidiGIBBONS2155@gmail.com;907-488-1747;house;2134;405 North Front St, Columbus, OH,  43215;53;5;2;2;Y;N;Y;Y;S;214500;212499;5;NA;13-01-2001;09-02-2001;sale;25;Columbus;383 North Front St, Columbus, OH,  43215;614-274-9292;columbus@realstateUSA.com
328;Rose SHARMA;711111441;111-11-0330;RoseSHARMA2155@gmail.com;907-488-1749;house;1728;406 North Front St, Columbus, OH,  43215;18;6;3;1;Y;Y;Y;N;W;119000;113782;5;NA;13-01-2001;29-01-2001;sale;25;Columbus;383 North Front St, Columbus, OH,  43215;614-274-9292;columbus@realstateUSA.com
329;Isla MARKS;711111443;111-11-0332;IslaMARKS2155@yahoo.com;907-488-1751;house;1629;407 North Front St, Columbus, OH,  43215;16;3;3;3;Y;Y;Y;Y;E;284000;283462;5;NA;13-01-2001;15-01-2001;sale;25;Columbus;383 North Front St, Columbus, OH,  43215;614-274-9292;columbus@realstateUSA.com
330;Grace QUIN;711111444;111-11-0333;GraceQUIN2155@yahoo.com;907-488-1752;house;1358;4381 SW Macadam Ave, Portland, OR, 97239;33;2;3;2;Y;Y;Y;Y;W;207000;201757;5;NA;13-01-2001;17-01-2001;sale;26;Portland;4380 SW Macadam Ave, Portland, OR, 97239;503-276-7373;portland@realstateUSA.com
331;Ariana MULLIN;711111445;111-11-0334;ArianaMULLIN2155@hotmail.com;907-488-1753;house;1638;4382 SW Macadam Ave, Portland, OR, 97239;31;3;4;2;Y;Y;Y;N;N;192000;188152;5;NA;13-01-2001;23-01-2001;sale;26;Portland;4380 SW Macadam Ave, Portland, OR, 97239;503-276-7373;portland@realstateUSA.com
332;Addison DAVIES;711111446;111-11-0335;AddisonDAVIES2155@hotmail.com;907-488-1754;house;1786;4383 SW Macadam Ave, Portland, OR, 97239;3;3;4;2;Y;Y;Y;N;N;228950;221512;5;NA;13-01-2001;16-01-2001;sale;26;Portland;4380 SW Macadam Ave, Portland, OR, 97239;503-276-7373;portland@realstateUSA.com
333;Amelia GLADSTONE;711111447;111-11-0336;AmeliaGLADSTONE2155@hotmail.com;907-488-1755;house;1922;4384 SW Macadam Ave, Portland, OR, 97239;55;3;3;3;Y;Y;Y;N;S;377426;373783;5;NA;13-01-2001;09-02-2001;sale;26;Portland;4380 SW Macadam Ave, Portland, OR, 97239;503-276-7373;portland@realstateUSA.com
334;Sienna MEARNS;711111448;111-11-0337;SiennaMEARNS2155@yahoo.com;907-488-1756;house;1536;4385 SW Macadam Ave, Portland, OR, 97239;27;3;3;2;Y;Y;Y;Y;S;214000;209136;5;NA;13-01-2001;23-01-2001;sale;26;Portland;4380 SW Macadam Ave, Portland, OR, 97239;503-276-7373;portland@realstateUSA.com
335;Rose HYSLOP;711111449;111-11-0338;RoseHYSLOP2155@gmail.com;907-488-1757;house;1621;4386 SW Macadam Ave, Portland, OR, 97239;5;3;3;2;Y;Y;Y;Y;E;202500;193375;5;NA;15-01-2001;03-02-2001;sale;26;Portland;4380 SW Macadam Ave, Portland, OR, 97239;503-276-7373;portland@realstateUSA.com
336;Sarah PERRY;711111450;111-11-0339;SarahPERRY2155@hotmail.com;907-488-1758;house;1215;4387 SW Macadam Ave, Portland, OR, 97239;69;3;1;1;Y;Y;Y;N;W;155000;153330;5;NA;15-01-2001;16-01-2001;sale;26;Portland;4380 SW Macadam Ave, Portland, OR, 97239;503-276-7373;portland@realstateUSA.com
337;Poppy MCCARTHY;711111451;111-11-0340;PoppyMCCARTHY2155@yahoo.com;907-488-1759;house;1908;4388 SW Macadam Ave, Portland, OR, 97239;21;4;3;2;Y;Y;Y;N;N;202900;201576;5;NA;15-01-2001;22-01-2001;sale;26;Portland;4380 SW Macadam Ave, Portland, OR, 97239;503-276-7373;portland@realstateUSA.com
338;Georgia MURIE;711111452;111-11-0341;GeorgiaMURIE2155@hotmail.com;907-488-1760;house;841;4389 SW Macadam Ave, Portland, OR, 97239;64;2;1;1;Y;Y;Y;N;E;82000;81705;5;NA;15-01-2001;05-02-2001;sale;26;Portland;4380 SW Macadam Ave, Portland, OR, 97239;503-276-7373;portland@realstateUSA.com
339;Sadie LALLY;711111453;111-11-0342;SadieLALLY2155@hotmail.com;907-488-1761;house;1040;4390 SW Macadam Ave, Portland, OR, 97239;19;2;2;2;Y;N;N;Y;W;87500;81438;5;NA;15-01-2001;29-01-2001;sale;26;Portland;4380 SW Macadam Ave, Portland, OR, 97239;503-276-7373;portland@realstateUSA.com
340;Eliza SALEEM;711111454;111-11-0343;ElizaSALEEM2155@gmail.com;907-488-1762;house;1684;4391 SW Macadam Ave, Portland, OR, 97239;58;2;2;2;Y;Y;Y;Y;N;266000;258935;5;NA;15-01-2001;15-01-2001;sale;26;Portland;4380 SW Macadam Ave, Portland, OR, 97239;503-276-7373;portland@realstateUSA.com
341;Lucy BEAN;711111455;111-11-0344;LucyBEAN2155@hotmail.com;907-488-1763;house;1112;4392 SW Macadam Ave, Portland, OR, 97239;65;3;2;1;Y;Y;Y;N;N;85000;84277;5;NA;15-01-2001;18-01-2001;sale;26;Portland;4380 SW Macadam Ave, Portland, OR, 97239;503-276-7373;portland@realstateUSA.com
342;Ariana FRY;711111456;111-11-0345;ArianaFRY2155@hotmail.com;907-488-1764;house;1577;4393 SW Macadam Ave, Portland, OR, 97239;59;3;1;1;Y;Y;Y;N;S;140200;137616;5;NA;15-01-2001;09-02-2001;sale;26;Portland;4380 SW Macadam Ave, Portland, OR, 97239;503-276-7373;portland@realstateUSA.com
343;Ayla MOHAMMED;711111457;111-11-0346;AylaMOHAMMED2155@gmail.com;907-488-1765;house;958;4394 SW Macadam Ave, Portland, OR, 97239;58;2;1;1;Y;Y;Y;N;S;151500;149022;5;NA;15-01-2001;26-01-2001;sale;26;Portland;4380 SW Macadam Ave, Portland, OR, 97239;503-276-7373;portland@realstateUSA.com
344;Willow BARRY;711111458;111-11-0347;WillowBARRY2155@hotmail.com;907-488-1766;house;1478;4395 SW Macadam Ave, Portland, OR, 97239;52;3;3;2;Y;Y;Y;Y;E;157500;151593;5;NA;15-01-2001;08-02-2001;sale;26;Portland;4380 SW Macadam Ave, Portland, OR, 97239;503-276-7373;portland@realstateUSA.com
345;Violet MACNAUGHTON;711111459;111-11-0348;VioletMACNAUGHTON2155@hotmail.com;907-488-1767;house;1626;4396 SW Macadam Ave, Portland, OR, 97239;7;2;4;2;Y;Y;Y;Y;W;154000;144510;5;NA;15-01-2001;12-02-2001;sale;26;Portland;4380 SW Macadam Ave, Portland, OR, 97239;503-276-7373;portland@realstateUSA.com
346;Eva SHEDDEN;711111460;111-11-0349;EvaSHEDDEN2155@hotmail.com;907-488-1768;house;2728;4397 SW Macadam Ave, Portland, OR, 97239;35;4;4;3;Y;Y;Y;N;N;437154;429717;5;NA;15-01-2001;29-01-2001;sale;26;Portland;4380 SW Macadam Ave, Portland, OR, 97239;503-276-7373;portland@realstateUSA.com
347;Jasmine BRAY;711111461;111-11-0350;JasmineBRAY2155@hotmail.com;907-488-1769;house;1869;4398 SW Macadam Ave, Portland, OR, 97239;27;2;2;2;Y;Y;Y;N;E;318061;312804;5;NA;15-01-2001;16-01-2001;sale;26;Portland;4380 SW Macadam Ave, Portland, OR, 97239;503-276-7373;portland@realstateUSA.com
348;Evie WIGHTMAN;711111462;111-11-0351;EvieWIGHTMAN2155@yahoo.com;907-488-1770;house;1453;4399 SW Macadam Ave, Portland, OR, 97239;30;2;3;2;Y;Y;Y;N;W;190000;186813;5;NA;15-01-2001;06-02-2001;sale;26;Portland;4380 SW Macadam Ave, Portland, OR, 97239;503-276-7373;portland@realstateUSA.com
349;Riley LARKIN;711111463;111-11-0352;RileyLARKIN2155@hotmail.com;907-488-1771;house;1111;4400 SW Macadam Ave, Portland, OR, 97239;64;3;2;1;Y;N;Y;Y;N;95000;93072;5;NA;15-01-2001;10-02-2001;sale;26;Portland;4380 SW Macadam Ave, Portland, OR, 97239;503-276-7373;portland@realstateUSA.com
350;Thea HUNT;711111464;111-11-0353;TheaHUNT2155@hotmail.com;907-488-1772;house;720;4401 SW Macadam Ave, Portland, OR, 97239;8;2;1;2;Y;Y;Y;Y;N;105900;104796;5;NA;16-01-2001;13-02-2001;sale;26;Portland;4380 SW Macadam Ave, Portland, OR, 97239;503-276-7373;portland@realstateUSA.com
351;Cora POTTER;711111465;111-11-0354;CoraPOTTER2155@hotmail.com;907-488-1773;house;1595;4402 SW Macadam Ave, Portland, OR, 97239;69;2;1;1;Y;Y;Y;N;S;140000;133269;5;NA;16-01-2001;19-01-2001;sale;26;Portland;4380 SW Macadam Ave, Portland, OR, 97239;503-276-7373;portland@realstateUSA.com
352;Harper MACKENZIE;711111466;111-11-0355;HarperMACKENZIE2155@hotmail.com;907-488-1774;house;1200;4403 SW Macadam Ave, Portland, OR, 97239;46;3;3;2;Y;Y;Y;N;S;177500;170485;5;NA;16-01-2001;22-01-2001;sale;26;Portland;4380 SW Macadam Ave, Portland, OR, 97239;503-276-7373;portland@realstateUSA.com
353;Abigail MUIR;711111467;111-11-0356;AbigailMUIR2155@yahoo.com;907-488-1775;house;1167;4404 SW Macadam Ave, Portland, OR, 97239;59;3;3;2;Y;Y;Y;N;E;173000;169212;5;NA;16-01-2001;26-01-2001;sale;26;Portland;4380 SW Macadam Ave, Portland, OR, 97239;503-276-7373;portland@realstateUSA.com
354;Kiara KELLY;711111468;111-11-0357;KiaraKELLY2155@yahoo.com;907-488-1776;house;1142;4405 SW Macadam Ave, Portland, OR, 97239;57;3;3;2;Y;Y;Y;Y;W;134000;124306;5;NA;16-01-2001;02-02-2001;sale;26;Portland;4380 SW Macadam Ave, Portland, OR, 97239;503-276-7373;portland@realstateUSA.com
355;Aaliyah FARR;711111469;111-11-0358;AaliyahFARR2155@yahoo.com;907-488-1777;house;1352;4406 SW Macadam Ave, Portland, OR, 97239;39;3;2;1;Y;Y;Y;Y;N;130000;124993;5;NA;16-01-2001;26-01-2001;sale;26;Portland;4380 SW Macadam Ave, Portland, OR, 97239;503-276-7373;portland@realstateUSA.com
356;Abigail LYON;711111470;111-11-0359;AbigailLYON2155@hotmail.com;907-488-1778;house;1924;4407 SW Macadam Ave, Portland, OR, 97239;3;3;4;2;Y;Y;Y;N;E;280000;270804;5;NA;16-01-2001;05-02-2001;sale;26;Portland;4380 SW Macadam Ave, Portland, OR, 97239;503-276-7373;portland@realstateUSA.com
357;Quinn WONG;711111471;111-11-0360;QuinnWONG2155@gmail.com;907-488-1779;house;912;4408 SW Macadam Ave, Portland, OR, 97239;19;2;2;2;Y;Y;Y;N;W;156000;154374;5;NA;16-01-2001;08-02-2001;sale;26;Portland;4380 SW Macadam Ave, Portland, OR, 97239;503-276-7373;portland@realstateUSA.com
358;Isla BRESLIN;711111472;111-11-0361;IslaBRESLIN2155@yahoo.com;907-488-1780;house;1505;4409 SW Macadam Ave, Portland, OR, 97239;65;3;2;1;Y;Y;Y;N;N;145000;143494;5;NA;16-01-2001;25-01-2001;sale;26;Portland;4380 SW Macadam Ave, Portland, OR, 97239;503-276-7373;portland@realstateUSA.com
359;Imogen GOODALL;711111473;111-11-0362;ImogenGOODALL2155@yahoo.com;907-488-1781;house;1922;4410 SW Macadam Ave, Portland, OR, 97239;58;4;3;2;Y;Y;N;Y;N;198500;197076;5;NA;16-01-2001;06-02-2001;sale;26;Portland;4380 SW Macadam Ave, Portland, OR, 97239;503-276-7373;portland@realstateUSA.com
360;Penelope ARNOLD;711111474;111-11-0363;PenelopeARNOLD2155@hotmail.com;907-488-1782;house;987;4411 SW Macadam Ave, Portland, OR, 97239;66;2;2;1;Y;Y;Y;Y;S;118000;113196;5;NA;16-01-2001;19-01-2001;sale;26;Portland;4380 SW Macadam Ave, Portland, OR, 97239;503-276-7373;portland@realstateUSA.com
361;Willow DENT;711111475;111-11-0364;WillowDENT2155@yahoo.com;907-488-1783;house;1574;4412 SW Macadam Ave, Portland, OR, 97239;4;3;4;2;Y;Y;Y;N;S;190000;180277;5;NA;16-01-2001;29-01-2001;sale;26;Portland;4380 SW Macadam Ave, Portland, OR, 97239;503-276-7373;portland@realstateUSA.com
362;Mackenzie MCANDREW;711111476;111-11-0365;MackenzieMCANDREW2155@gmail.com;907-488-1784;house;1344;4413 SW Macadam Ave, Portland, OR, 97239;4;3;1;1;Y;Y;Y;N;E;147000;146531;5;NA;16-01-2001;06-02-2001;sale;26;Portland;4380 SW Macadam Ave, Portland, OR, 97239;503-276-7373;portland@realstateUSA.com
363;Thea WHEATLEY;711111477;111-11-0366;TheaWHEATLEY2155@hotmail.com;907-488-1785;house;1394;4414 SW Macadam Ave, Portland, OR, 97239;11;3;3;2;Y;Y;Y;N;W;159000;154998;5;NA;16-01-2001;12-02-2001;sale;26;Portland;4380 SW Macadam Ave, Portland, OR, 97239;503-276-7373;portland@realstateUSA.com
364;Violet WALL;711111478;111-11-0367;VioletWALL2155@hotmail.com;907-488-1786;house;1431;4415 SW Macadam Ave, Portland, OR, 97239;32;3;2;1;Y;Y;Y;Y;N;165000;159035;5;NA;16-01-2001;08-02-2001;sale;26;Portland;4380 SW Macadam Ave, Portland, OR, 97239;503-276-7373;portland@realstateUSA.com
365;Ella GAULD;711111479;111-11-0368;EllaGAULD2155@gmail.com;907-488-1787;house;1268;3884 Howard Hughes Parkway, Las Vegas, NV, 89169;52;2;1;1;Y;Y;Y;Y;E;132000;130322;5;NA;17-01-2001;13-02-2001;sale;27;Las Vegas 2;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas2@realstateUSA.com
366;Zara ADAIR;711111480;111-11-0369;ZaraADAIR2155@gmail.com;907-488-1788;house;1287;3885 Howard Hughes Parkway, Las Vegas, NV, 89169;42;3;2;2;Y;Y;Y;N;W;162000;159483;5;NA;17-01-2001;02-02-2001;sale;27;Las Vegas 2;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas2@realstateUSA.com
367;Bella GLOVER;711111481;111-11-0370;BellaGLOVER2155@gmail.com;907-488-1789;house;1664;3886 Howard Hughes Parkway, Las Vegas, NV, 89169;60;3;3;2;Y;Y;Y;N;N;172400;167724;5;NA;17-01-2001;13-02-2001;sale;27;Las Vegas 2;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas2@realstateUSA.com
368;Isabelle METHVEN;711111482;111-11-0371;IsabelleMETHVEN2155@yahoo.com;907-488-1790;house;1588;3887 Howard Hughes Parkway, Las Vegas, NV, 89169;4;4;2;2;Y;Y;N;N;N;134432;126305;5;NA;17-01-2001;09-02-2001;sale;27;Las Vegas 2;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas2@realstateUSA.com
369;Penelope BAIKIE;711111483;111-11-0372;PenelopeBAIKIE2155@hotmail.com;907-488-1791;house;752;3888 Howard Hughes Parkway, Las Vegas, NV, 89169;46;2;2;1;Y;Y;Y;Y;S;125000;118792;5;NA;17-01-2001;09-02-2001;sale;27;Las Vegas 2;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas2@realstateUSA.com
370;Brooklyn BARBER;711111484;111-11-0373;BrooklynBARBER2155@hotmail.com;907-488-1792;house;1319;3889 Howard Hughes Parkway, Las Vegas, NV, 89169;46;3;2;1;Y;Y;Y;Y;S;123000;114439;5;NA;17-01-2001;03-02-2001;sale;27;Las Vegas 2;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas2@realstateUSA.com
371;Matilda AIRD;711111485;111-11-0374;MatildaAIRD2155@gmail.com;907-488-1793;house;1928;3890 Howard Hughes Parkway, Las Vegas, NV, 89169;47;4;3;2;Y;Y;Y;N;E;219500;212607;5;NA;17-01-2001;13-02-2001;sale;27;Las Vegas 2;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas2@realstateUSA.com
372;Georgia KYDD;711111486;111-11-0375;GeorgiaKYDD2155@hotmail.com;907-488-1794;house;904;3891 Howard Hughes Parkway, Las Vegas, NV, 89169;37;1;2;0;Y;N;Po;N;W;61000;51416;5;NA;17-01-2001;22-01-2001;sale;27;Las Vegas 2;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas2@realstateUSA.com
373;Luna BOWDEN;711111487;111-11-0376;LunaBOWDEN2155@hotmail.com;907-488-1795;house;914;3892 Howard Hughes Parkway, Las Vegas, NV, 89169;19;2;1;2;Y;Y;Y;N;N;148000;141409;5;NA;17-01-2001;29-01-2001;sale;27;Las Vegas 2;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas2@realstateUSA.com
374;Victoria PEARSON;711111488;111-11-0377;VictoriaPEARSON2155@yahoo.com;907-488-1796;house;2466;3893 Howard Hughes Parkway, Las Vegas, NV, 89169;41;4;3;2;Y;Y;Y;Y;E;340000;330047;5;NA;17-01-2001;07-02-2001;sale;27;Las Vegas 2;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas2@realstateUSA.com
375;Aurora SARWAR;711111489;111-11-0378;AuroraSARWAR2155@yahoo.com;907-488-1797;house;1856;3894 Howard Hughes Parkway, Las Vegas, NV, 89169;2;1;3;3;Y;Y;Y;Y;W;394432;386952;5;NA;17-01-2001;30-01-2001;sale;27;Las Vegas 2;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas2@realstateUSA.com
376;Ruby MILLIKEN;711111490;111-11-0379;RubyMILLIKEN2155@hotmail.com;907-488-1798;house;1800;3895 Howard Hughes Parkway, Las Vegas, NV, 89169;7;3;3;2;Y;Y;Y;N;N;179000;170499;5;NA;17-01-2001;01-02-2001;sale;27;Las Vegas 2;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas2@realstateUSA.com
377;Indie KAY;711111491;111-11-0380;IndieKAY2155@gmail.com;907-488-1799;house;1691;3896 Howard Hughes Parkway, Las Vegas, NV, 89169;63;3;2;1;Y;Y;Y;N;N;127000;123322;5;NA;17-01-2001;16-02-2001;sale;27;Las Vegas 2;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas2@realstateUSA.com
378;Freya PURCELL;711111492;111-11-0381;FreyaPURCELL2155@yahoo.com;907-488-1800;house;1301;3897 Howard Hughes Parkway, Las Vegas, NV, 89169;39;2;3;2;Y;Y;Y;N;S;187750;185676;5;NA;17-01-2001;25-01-2001;sale;27;Las Vegas 2;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas2@realstateUSA.com
379;Eliza O'SULLIVAN;711111493;111-11-0382;ElizaOSULLIVAN2155@hotmail.com;907-488-1801;house;1797;3898 Howard Hughes Parkway, Las Vegas, NV, 89169;31;3;3;2;Y;Y;Y;Y;S;213500;206554;5;NA;17-01-2001;16-02-2001;sale;27;Las Vegas 2;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas2@realstateUSA.com
380;Frankie GOODALL;711111494;111-11-0383;FrankieGOODALL2155@gmail.com;907-488-1802;house;784;3899 Howard Hughes Parkway, Las Vegas, NV, 89169;25;2;1;2;Y;N;Y;Y;E;76000;73107;5;NA;18-01-2001;19-01-2001;sale;27;Las Vegas 2;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas2@realstateUSA.com
381;Georgia WYNNE;711111495;111-11-0384;GeorgiaWYNNE2155@gmail.com;907-488-1803;house;1953;3900 Howard Hughes Parkway, Las Vegas, NV, 89169;34;3;4;2;Y;Y;Y;N;W;240000;237217;5;NA;18-01-2001;14-02-2001;sale;27;Las Vegas 2;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas2@realstateUSA.com
382;Kaia NIMMO;711111496;111-11-0385;KaiaNIMMO2155@gmail.com;907-488-1804;house;1269;3901 Howard Hughes Parkway, Las Vegas, NV, 89169;33;2;2;2;Y;Y;Y;N;N;192000;184073;5;NA;18-01-2001;01-02-2001;sale;27;Las Vegas 2;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas2@realstateUSA.com
383;Olivia MCROBERTS;711111497;111-11-0386;OliviaMCROBERTS2155@gmail.com;907-488-1805;house;1184;3902 Howard Hughes Parkway, Las Vegas, NV, 89169;16;5;1;0;Y;Y;Y;N;E;81000;73379;5;NA;18-01-2001;02-02-2001;sale;27;Las Vegas 2;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas2@realstateUSA.com
384;Emily CORR;711111498;111-11-0387;EmilyCORR2155@hotmail.com;907-488-1806;house;1125;3903 Howard Hughes Parkway, Las Vegas, NV, 89169;31;3;2;1;Y;Y;Y;Y;W;125000;120471;5;NA;18-01-2001;12-02-2001;sale;27;Las Vegas 2;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas2@realstateUSA.com
